clubQid,name,country,tier,venue,capacity,lat,lon,ticketUrl,source,note,_league,_season,_article,_rosterCapacity,_ourTier,_wikidataLeagues,_hasCoordinates,_sameNameOnMap,_secondSource,_why,_verdict
Q609926,Sportfreunde Siegen,DE,,,,,,,https://en.wikipedia.org/wiki/Sportfreunde_Siegen,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,in the division and on the map at this tier,ok
Q170105,Stuttgarter Kickers,DE,,,,,,,https://en.wikipedia.org/wiki/Stuttgarter_Kickers,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q131603,TSV 1860 München,DE,,,,,,,https://en.wikipedia.org/wiki/TSV_1860_Munich,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q154069 Q340179,yes,,no second source for this division,in the division and on the map at this tier,ok
Q566183,TSV Buchbach,DE,,,,,,,https://en.wikipedia.org/wiki/TSV_Buchbach,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,in the division and on the map at this tier,ok
Q16743331,TSV Steinbach Haiger,DE,,,,,,,https://en.wikipedia.org/wiki/TSV_Steinbach_Haiger,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,no,,no second source for this division,in the division and on the map at this tier,ok
Q2521441,VfB Eichstätt,DE,,,,,,,https://en.wikipedia.org/wiki/VfB_Eichst%C3%A4tt,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q20025024 Q20028073 Q340179,no,,no second source for this division,in the division and on the map at this tier,ok
Q665920,VfB Lübeck,DE,,,,,,,https://en.wikipedia.org/wiki/VfB_L%C3%BCbeck,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q154069,yes,,no second source for this division,in the division and on the map at this tier,ok
Q826212,VfB Oldenburg,DE,,,,,,,https://en.wikipedia.org/wiki/VfB_Oldenburg,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q2188121,yes,,no second source for this division,in the division and on the map at this tier,ok
Q692586,VfR Aalen,DE,,,,,,,https://en.wikipedia.org/wiki/VfR_Aalen,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q152665 Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q113541238,FC Bihor Oradea,RO,,,,,,,https://en.wikipedia.org/wiki/FC_Bihor_Oradea_%282022%29,,Liga a II-a,2026-27,2026–27 Liga II,12376,,none,no,,no second source for this division,"Wikidata gives it no league at all, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q39487082,CSA Steaua București,RO,,,,,,,https://en.wikipedia.org/wiki/CSA_Steaua_Bucure%C8%99ti_%28football%29,,Liga a II-a,2026-27,2026–27 Liga II,31254,,Q12732209 Q1707697 Q386384,no,,no second source for this division,"the club query can see this club - its league is mapped - but neither it nor its ground has a position, so it is dropped at the coordinates gate. This is the route coordinate-review.csv and europlan-online already exist for",unplaced-no-coordinates
Q66424141,CSC 1599 Șelimbăr,RO,,,,,,,https://en.wikipedia.org/wiki/CSC_1599_%C8%98elimb%C4%83r,,Liga a II-a,2026-27,2026–27 Liga II,2450,,Q1707697 Q18547858 Q386384,no,,no second source for this division,"the club query can see this club - its league is mapped - but neither it nor its ground has a position, so it is dropped at the coordinates gate. This is the route coordinate-review.csv and europlan-online already exist for",unplaced-no-coordinates
Q18539440,CSL Ștefăneștii de Jos,RO,,,,,,,https://en.wikipedia.org/wiki/CSL_%C8%98tef%C4%83ne%C8%99ti,,Liga a II-a,2026-27,2026–27 Liga II,1150,,Q12732225 Q1707697 Q386384,no,,no second source for this division,"the club query can see this club - its league is mapped - but neither it nor its ground has a position, so it is dropped at the coordinates gate. This is the route coordinate-review.csv and europlan-online already exist for",unplaced-no-coordinates
Q99446805,CSM Olimpia Satu Mare,RO,,,,,,,https://en.wikipedia.org/wiki/CSM_Satu_Mare_%28football%29,,Liga a II-a,2026-27,2026–27 Liga II,18000,,Q1707697 Q386384,no,,no second source for this division,"the club query can see this club - its league is mapped - but neither it nor its ground has a position, so it is dropped at the coordinates gate. This is the route coordinate-review.csv and europlan-online already exist for",unplaced-no-coordinates
Q106779019,FC Bacău,RO,,,,,,,https://en.wikipedia.org/wiki/ACS_FC_Bac%C4%83u,,Liga a II-a,2026-27,2026–27 Liga II,700,,Q1707697 Q386384,no,,no second source for this division,"the club query can see this club - its league is mapped - but neither it nor its ground has a position, so it is dropped at the coordinates gate. This is the route coordinate-review.csv and europlan-online already exist for",unplaced-no-coordinates
Q56677281,Gloria Bistrița,RO,,,,,,,https://en.wikipedia.org/wiki/CS_Gloria_Bistri%C8%9Ba-N%C4%83s%C4%83ud,,Liga a II-a,2026-27,2026–27 Liga II,7814,,Q12732206 Q1707697 Q386384,no,,no second source for this division,"the club query can see this club - its league is mapped - but neither it nor its ground has a position, so it is dropped at the coordinates gate. This is the route coordinate-review.csv and europlan-online already exist for",unplaced-no-coordinates
Q55593565,SC Popești-Leordeni,RO,,,,,,,https://en.wikipedia.org/wiki/SC_Pope%C8%99ti-Leordeni,,Liga a II-a,2026-27,2026–27 Liga II,4500,,Q1707697 Q386384,no,,no second source for this division,"the club query can see this club - its league is mapped - but neither it nor its ground has a position, so it is dropped at the coordinates gate. This is the route coordinate-review.csv and europlan-online already exist for",unplaced-no-coordinates
Q1386940,Bihor Oradea,RO,,,,,,,,,Liga a II-a,2026-27,2026–27 Liga II,,2,Q386384,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q1024390,Politehnica Iași,RO,,,,,,,,,Liga a II-a,2026-27,2026–27 Liga II,,2,Q386384,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q5424871,AFC Chindia Târgoviște,RO,,,,,,,https://en.wikipedia.org/wiki/FC_Chindia_T%C3%A2rgovi%C8%99te,,Liga a II-a,2026-27,2026–27 Liga II,8400,2,Q237753 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q37855796,AFC Metalul Buzău,RO,,,,,,,https://en.wikipedia.org/wiki/Metalul_Buz%C4%83u,,Liga a II-a,2026-27,2026–27 Liga II,12321,2,Q12732211 Q1707697 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q298201,ASA Târgu Mureș,RO,,,,,,,https://en.wikipedia.org/wiki/ASA_T%C3%A2rgu_Mure%C8%99_%281962%29,,Liga a II-a,2026-27,2026–27 Liga II,8200,2,Q12732227 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q12723169,CS Afumați,RO,,,,,,,https://en.wikipedia.org/wiki/CS_Afuma%C8%9Bi,,Liga a II-a,2026-27,2026–27 Liga II,1600,2,Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q1024463,CS Concordia Chiajna,RO,,,,,,,https://en.wikipedia.org/wiki/CS_Concordia_Chiajna,,Liga a II-a,2026-27,2026–27 Liga II,5123,2,Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q113577526,CS Dinamo București,RO,,,,,,,https://en.wikipedia.org/wiki/CS_Dinamo_Bucure%C8%99ti_%28football%29,,Liga a II-a,2026-27,2026–27 Liga II,6000,2,Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q55618976,CSC Dumbrăvița,RO,,,,,,,https://en.wikipedia.org/wiki/CSC_Dumbr%C4%83vi%C8%9Ba,,Liga a II-a,2026-27,2026–27 Liga II,500,2,Q1707697 Q18548570 Q386384,no,,no second source for this division,in the division and on the map at this tier,ok
Q1057672,CSM Cetatea Suceava,RO,,,,,,,https://en.wikipedia.org/wiki/CSM_Cetatea_Suceava,,Liga a II-a,2026-27,2026–27 Liga II,7000,2,Q1707697 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q1024397,CSM Reșița,RO,,,,,,,https://en.wikipedia.org/wiki/CSM_Re%C8%99i%C8%9Ba,,Liga a II-a,2026-27,2026–27 Liga II,12500,2,Q1707697 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q16846810,CSM Slatina,RO,,,,,,,https://en.wikipedia.org/wiki/CSM_Slatina_%28football%29,,Liga a II-a,2026-27,2026–27 Liga II,12000,2,Q12732229 Q1707697 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q28230355,FC Metaloglobus București,RO,,,,,,,https://en.wikipedia.org/wiki/FC_Metaloglobus_Bucure%C8%99ti,,Liga a II-a,2026-27,2026–27 Liga II,4500,2,Q237753 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q5425216,FC Unirea Slobozia,RO,,,,,,,https://en.wikipedia.org/wiki/AFC_Unirea_Slobozia,,Liga a II-a,2026-27,2026–27 Liga II,6000,2,Q1707697 Q237753 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q1024395,SCM Râmnicu Vâlcea,RO,,,,,,,https://en.wikipedia.org/wiki/SCM_R%C3%A2mnicu_V%C3%A2lcea,,Liga a II-a,2026-27,2026–27 Liga II,12000,2,Q12732231 Q1707697 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q4654417,Știința Poli Timișoara,RO,,,,,,,https://en.wikipedia.org/wiki/SSU_Politehnica_Timi%C8%99oara,,Liga a II-a,2026-27,2026–27 Liga II,5000,2,Q1707697 Q386384,yes,,no second source for this division,in the division and on the map at this tier,ok
Q136297458,ACS AXI Arena Adunații-Copăceni,RO,,,,,,,https://en.wikipedia.org/wiki/ACS_AXI_Arena,,Liga a III-a,2026-27,2026–27 Liga III,,,none,no,,no second source for this division,"Wikidata gives it no league at all, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q133971899,AFC Progresul Fundulea,RO,,,,,,,https://en.wikipedia.org/wiki/AFC_Progresul_Fundulea,,Liga a III-a,2026-27,2026–27 Liga III,,,none,no,,no second source for this division,"Wikidata gives it no league at all, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q39055984,CS Bihorul Beiuș,RO,,,,,,,https://en.wikipedia.org/wiki/Bihorul_Beiu%C8%99,,Liga a III-a,2026-27,2026–27 Liga III,,,none,no,,no second source for this division,"Wikidata gives it no league at all, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q131452573,CS CIL Blaj,RO,,,,,,,https://en.wikipedia.org/wiki/CIL_Blaj,,Liga a III-a,2026-27,2026–27 Liga III,,,none,no,,no second source for this division,"Wikidata gives it no league at all, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q4684936,CS Portul Constanța,RO,,,,,,,https://en.wikipedia.org/wiki/CS_Portul_Constan%C8%9Ba,,Liga a III-a,2026-27,2026–27 Liga III,,,Q12732205,no,,no second source for this division,"Wikidata gives it only leagues Q12732205, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q136806593,CS Progresul Mogoșoaia,RO,,,,,,,https://en.wikipedia.org/wiki/CS_Progresul_Mogo%C8%99oaia,,Liga a III-a,2026-27,2026–27 Liga III,,,none,no,,no second source for this division,"Wikidata gives it no league at all, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q65090070,CS Universitatea II Craiova,RO,,,,,,,https://en.wikipedia.org/wiki/CS_Universitatea_II_Craiova,,Liga a III-a,2026-27,2026–27 Liga III,,,none,no,,no second source for this division,"Wikidata gives it no league at all, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q3623598,FC Dunărea Giurgiu,RO,,,,,,,https://en.wikipedia.org/wiki/SCM_Dun%C4%83rea_Giurgiu,,Liga a III-a,2026-27,2026–27 Liga III,,,Q1824566,yes,,no second source for this division,"Wikidata marks this club dissolved (P576) and the club query excludes dissolved clubs, so it can never reach the map. Either Wikidata is wrong or the league article is",missing-from-wikidata
Q533005,FC Inter Sibiu,RO,,,,,,,https://en.wikipedia.org/wiki/Inter_Sibiu,,Liga a III-a,2026-27,2026–27 Liga III,,,Q1707697 Q18547858 Q386384,yes,,no second source for this division,"Wikidata has the right league and a position for this club, and it is still not on the map. Nothing here explains that - read the club layer run summary for this Q-id",missing-from-wikidata
Q2080673,FC Petrolul Berca,RO,,,,,,,https://en.wikipedia.org/wiki/FC_Petrolul_Berca,,Liga a III-a,2026-27,2026–27 Liga III,,,Q12732211,no,,no second source for this division,"Wikidata gives it only leagues Q12732211, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q3063150,FC Săcele,RO,,,,,,,https://en.wikipedia.org/wiki/CSM_S%C4%83cele,,Liga a III-a,2026-27,2026–27 Liga III,,,Q18538278,no,,no second source for this division,"Wikidata gives it only leagues Q18538278, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q138775785,FC Viitorul Onești,RO,,,,,,,https://en.wikipedia.org/wiki/FC_Viitorul_One%C8%99ti,,Liga a III-a,2026-27,2026–27 Liga III,,,none,no,,no second source for this division,"Wikidata gives it no league at all, none of them in data/league-tiers.csv, so the club query never sees it. Add a row to data/clubs-manual.csv",missing-from-wikidata
Q55625920,Fotbal Comuna Recea,RO,,,,,,,https://en.wikipedia.org/wiki/CS_Academica_Recea,,Liga a III-a,2026-27,2026–27 Liga III,,,Q1707697 Q386384,yes,,no second source for this division,"Wikidata marks this club dissolved (P576) and the club query excludes dissolved clubs, so it can never reach the map. Either Wikidata is wrong or the league article is",missing-from-wikidata
